,i,vehicle_id,manufacturer_id,zipcode,timestamp,latlon,dist,seconds,co2_grams,total_dist,total_seconds,total_co2_grams,timestamp_tripstart,avg_kmperhour,avg_co2perkm,trip_id
413,144,V52876905,V11338,13403,2021-08-19 13:17:53,"(52.5719092, 13.3120466)",0.03,108.0,0.51,4.01,4262.0,336.0,2021-08-19 12:06:51,3.387142186766776,83.79052369077307,5
414,145,V52876905,V11338,13403,2021-08-19 13:19:05,"(52.5717384, 13.311984)",0.02,72.0,0.3,4.03,4334.0,336.0,2021-08-19 12:06:51,3.3474850023073373,83.37468982630273,5
415,146,V52876905,V11338,13403,2021-08-19 13:19:41,"(52.571687, 13.3119652)",0.01,36.0,0.18,4.04,4370.0,336.0,2021-08-19 12:06:51,3.328146453089245,83.16831683168317,5
416,147,V52876905,V11338,13403,2021-08-19 13:19:45,"(52.5716435, 13.3119488)",0.0,4.0,0.0,4.04,4374.0,336.0,2021-08-19 12:06:51,3.325102880658436,83.16831683168317,5
417,148,V52876905,V11338,13403,2021-08-19 13:19:46,"(52.5715943, 13.3119311)",0.01,1.0,1.0,4.05,4375.0,337.0,2021-08-19 12:06:51,3.3325714285714283,83.20987654320989,5
418,149,V52876905,V11338,13403,2021-08-19 13:19:57,"(52.5706035, 13.3115642)",0.11,11.0,12.54,4.16,4386.0,350.0,2021-08-19 12:06:51,3.4145006839945284,84.13461538461539,5
419,150,V52876905,V11338,13403,2021-08-19 13:20:08,"(52.5697757, 13.3112634)",0.09,11.0,9.72,4.25,4397.0,360.0,2021-08-19 12:06:51,3.4796452126449853,84.70588235294117,5
420,151,V52876905,V11338,13403,2021-08-19 13:20:12,"(52.5695254, 13.3111705)",0.03,4.0,3.21,4.28,4401.0,363.0,2021-08-19 12:06:51,3.501022494887526,84.81308411214953,5
421,152,V52876905,V11338,13403,2021-08-19 13:20:24,"(52.5686057, 13.3108293)",0.1,12.0,10.9,4.38,4413.0,374.0,2021-08-19 12:06:51,3.5730795377294355,85.38812785388129,5
422,153,V52876905,V11338,13403,2021-08-19 13:20:33,"(52.5682077, 13.3106816)",0.05,9.0,5.3,4.43,4422.0,379.0,2021-08-19 12:06:51,3.6065128900949794,85.55304740406321,5
423,154,V52876905,V11338,13403,2021-08-19 13:20:37,"(52.5681658, 13.3106632)",0.0,4.0,0.0,4.43,4426.0,379.0,2021-08-19 12:06:51,3.603253502033439,85.55304740406321,5
424,155,V52876905,V11338,13403,2021-08-19 13:20:38,"(52.5681162, 13.3106415)",0.01,1.0,1.55,4.44,4427.0,381.0,2021-08-19 12:06:51,3.610571493110459,85.8108108108108,5
425,156,V52876905,V11338,13403,2021-08-19 13:20:43,"(52.5680999, 13.3106343)",0.0,5.0,0.0,4.44,4432.0,381.0,2021-08-19 12:06:51,3.606498194945849,85.8108108108108,5
426,157,V52876905,V11338,13405,2021-08-19 13:20:46,"(52.5680633, 13.3106183)",0.0,3.0,0.0,4.44,4435.0,381.0,2021-08-19 12:06:51,3.6040586245772266,85.8108108108108,5
427,158,V52876905,V11338,13405,2021-08-19 13:20:47,"(52.5679471, 13.3105674)",0.01,1.0,1.42,4.45,4436.0,382.0,2021-08-19 12:06:51,3.611361587015329,85.84269662921348,5
428,159,V52876905,V11338,13405,2021-08-19 13:20:48,"(52.5678844, 13.3105399)",0.01,1.0,1.31,4.46,4437.0,383.0,2021-08-19 12:06:51,3.6186612576064903,85.87443946188341,5
429,160,V52876905,V11338,13405,2021-08-19 13:20:57,"(52.567845, 13.3105226)",0.0,9.0,0.0,4.46,4446.0,383.0,2021-08-19 12:06:51,3.6113360323886643,85.87443946188341,5
430,161,V52876905,V11338,13405,2021-08-19 13:21:00,"(52.5675234, 13.3104048)",0.04,3.0,6.04,4.5,4449.0,389.0,2021-08-19 12:06:51,3.641267700606878,86.44444444444444,5
431,162,V52876905,V11338,13405,2021-08-19 13:21:06,"(52.5670568, 13.3102161)",0.05,6.0,6.25,4.55,4455.0,395.0,2021-08-19 12:06:51,3.6767676767676765,86.81318681318682,5
432,163,V52876905,V11338,13405,2021-08-19 13:21:09,"(52.5667546, 13.3101121)",0.03,3.0,3.24,4.58,4458.0,398.0,2021-08-19 12:06:51,3.698519515477793,86.8995633187773,5
433,164,V52876905,V11338,13405,2021-08-19 13:21:12,"(52.5664765, 13.3100305)",0.03,3.0,2.88,4.61,4461.0,401.0,2021-08-19 12:06:51,3.720242098184264,86.98481561822125,5
434,165,V52876905,V11338,13405,2021-08-19 13:21:15,"(52.56632, 13.3099948)",0.02,3.0,1.92,4.63,4464.0,403.0,2021-08-19 12:06:51,3.7338709677419355,87.04103671706264,5
435,166,V52876905,V11338,13405,2021-08-19 13:21:19,"(52.5660709, 13.3099566)",0.03,4.0,2.94,4.66,4468.0,406.0,2021-08-19 12:06:51,3.754700089525515,87.1244635193133,5
436,167,V52876905,V11338,13405,2021-08-19 13:21:25,"(52.5657983, 13.3099278)",0.03,6.0,3.12,4.69,4474.0,409.0,2021-08-19 12:06:51,3.7738042020563256,87.20682302771854,5
437,168,V52876905,V11338,13405,2021-08-19 13:21:33,"(52.5654929, 13.3099336)",0.03,8.0,2.37,4.72,4482.0,411.0,2021-08-19 12:06:51,3.7911646586345378,87.07627118644068,5
438,169,V52876905,V11338,13405,2021-08-19 13:21:39,"(52.5653398, 13.309945)",0.02,6.0,1.46,4.74,4488.0,412.0,2021-08-19 12:06:51,3.8021390374331556,86.91983122362869,5
439,170,V52876905,V11338,13405,2021-08-19 13:21:42,"(52.5652181, 13.3099541)",0.01,3.0,0.52,4.75,4491.0,413.0,2021-08-19 12:06:51,3.8076152304609225,86.94736842105263,5
440,171,V52876905,V11338,13405,2021-08-19 13:22:03,"(52.5649033, 13.30999)",0.04,21.0,1.52,4.79,4512.0,415.0,2021-08-19 12:06:51,3.8218085106382977,86.63883089770354,5
441,172,V52876905,V11338,13405,2021-08-19 13:22:27,"(52.5645272, 13.3100382)",0.04,24.0,1.8,4.83,4536.0,417.0,2021-08-19 12:06:51,3.8333333333333335,86.33540372670808,5
442,173,V52876905,V11338,13405,2021-08-19 13:24:44,"(52.5628613, 13.3104869)",0.19,137.0,7.98,5.02,4673.0,425.0,2021-08-19 12:06:51,3.8673229188957836,84.66135458167331,5
443,174,V52876905,V11338,13405,2021-08-19 13:27:35,"(52.5611633, 13.3109095)",0.19,171.0,7.98,5.21,4844.0,433.0,2021-08-19 12:06:51,3.872006606110652,83.10940499040308,5
444,175,V52876905,V11338,13405,2021-08-19 13:28:02,"(52.5608883, 13.310917)",0.03,27.0,1.02,5.24,4871.0,434.0,2021-08-19 12:06:51,3.8727160747279816,82.82442748091603,5
445,176,V52876905,V11338,13405,2021-08-19 13:28:29,"(52.5606121, 13.3109032)",0.03,27.0,1.17,5.27,4898.0,435.0,2021-08-19 12:06:51,3.8734177215189867,82.5426944971537,5
446,177,V52876905,V11338,13405,2021-08-19 13:29:23,"(52.5603534, 13.3108601)",0.03,54.0,1.32,5.3,4952.0,436.0,2021-08-19 12:06:51,3.8529886914378033,82.26415094339623,5
447,178,V52876905,V11338,13405,2021-08-19 13:31:11,"(52.5600618, 13.3107952)",0.03,108.0,1.23,5.33,5060.0,437.0,2021-08-19 12:06:51,3.7920948616600794,81.98874296435272,5
448,179,V52876905,V11338,13405,2021-08-19 13:34:11,"(52.5596147, 13.3106525)",0.05,180.0,2.2,5.38,5240.0,439.0,2021-08-19 12:06:51,3.6961832061068702,81.59851301115242,5
449,180,V52876905,V11338,13405,2021-08-19 13:37:11,"(52.5592241, 13.3104418)",0.05,180.0,2.25,5.43,5420.0,441.0,2021-08-19 12:06:51,3.606642066420664,81.21546961325967,5
450,181,V52876905,V11338,13405,2021-08-19 13:39:35,"(52.558866, 13.3102107)",0.04,144.0,1.88,5.47,5564.0,443.0,2021-08-19 12:06:51,3.5391804457225016,80.98720292504571,5
451,182,V52876905,V11338,13405,2021-08-19 13:45:35,"(52.5580736, 13.309494)",0.1,360.0,4.2,5.57,5924.0,447.0,2021-08-19 12:06:51,3.384875084402431,80.25134649910233,5
452,183,V52876905,V11338,13405,2021-08-19 13:48:35,"(52.5576799, 13.3091353)",0.05,180.0,1.55,5.62,6104.0,449.0,2021-08-19 12:06:51,3.3145478374836177,79.8932384341637,5
453,184,V52876905,V11338,13405,2021-08-19 13:56:59,"(52.5566032, 13.3081134)",0.14,504.0,4.9,5.76,6608.0,454.0,2021-08-19 12:06:51,3.138014527845036,78.81944444444444,5
454,185,V52876905,V11338,13405,2021-08-19 14:01:47,"(52.5559485, 13.3074788)",0.08,288.0,2.08,5.84,6896.0,456.0,2021-08-19 12:06:51,3.0487238979118327,78.08219178082192,5
455,186,V52876905,V11338,13405,2021-08-19 14:07:11,"(52.5552787, 13.3068197)",0.09,324.0,2.52,5.93,7220.0,459.0,2021-08-19 12:06:51,2.9567867036011077,77.40303541315346,5
456,187,V52876905,V11338,13405,2021-08-19 14:13:47,"(52.5544277, 13.3060266)",0.11,396.0,3.3,6.04,7616.0,462.0,2021-08-19 12:06:51,2.8550420168067228,76.49006622516556,5
457,188,V52876905,V11338,13405,2021-08-19 14:20:23,"(52.5535421, 13.3052295)",0.11,396.0,3.85,6.15,8012.0,466.0,2021-08-19 12:06:51,2.763354967548677,75.77235772357723,5
458,189,V52876905,V11338,13405,2021-08-19 14:26:23,"(52.5528101, 13.3044986)",0.1,360.0,3.1,6.25,8372.0,469.0,2021-08-19 12:06:51,2.687529861442905,75.04,5
459,190,V52876905,V11338,13627,2021-08-19 14:34:47,"(52.551676, 13.3034957)",0.14,504.0,4.9,6.39,8876.0,474.0,2021-08-19 12:06:51,2.5917079765660205,74.17840375586854,5
460,191,V52876905,V11338,13627,2021-08-19 14:43:47,"(52.5504546, 13.3024437)",0.15,540.0,3.9,6.54,9416.0,478.0,2021-08-19 12:06:51,2.500424808836024,73.08868501529052,5
461,192,V52876905,V11338,13627,2021-08-19 14:56:23,"(52.5487544, 13.3010409)",0.21,756.0,6.09,6.75,10172.0,484.0,2021-08-19 12:06:51,2.3889107353519465,71.70370370370371,5
462,193,V52876905,V11338,13627,2021-08-19 15:03:35,"(52.5478203, 13.3002818)",0.12,432.0,2.76,6.87,10604.0,487.0,2021-08-19 12:06:51,2.3323274236137306,70.88791848617176,5
463,194,V52876905,V11338,13629,2021-08-19 15:06:35,"(52.547383, 13.2999343)",0.05,180.0,1.0,6.92,10784.0,488.0,2021-08-19 12:06:51,2.3100890207715135,70.52023121387283,5
464,195,V52876905,V11338,13627,2021-08-19 15:09:35,"(52.5469959, 13.2996159)",0.05,180.0,1.0,6.97,10964.0,489.0,2021-08-19 12:06:51,2.2885808099233858,70.15781922525107,5
465,196,V52876905,V11338,13627,2021-08-19 15:12:35,"(52.5465908, 13.2992885)",0.05,180.0,1.1,7.02,11144.0,490.0,2021-08-19 12:06:51,2.267767408470926,69.8005698005698,5
466,197,V52876905,V11338,13627,2021-08-19 15:18:35,"(52.5458077, 13.2986557)",0.1,360.0,1.8,7.12,11504.0,492.0,2021-08-19 12:06:51,2.2280945757997217,69.10112359550561,5
467,198,V52876905,V11338,13627,2021-08-19 15:21:35,"(52.5454006, 13.2983354)",0.05,180.0,0.9,7.17,11684.0,493.0,2021-08-19 12:06:51,2.2091749400890106,68.75871687587168,5
468,199,V52876905,V11338,13627,2021-08-19 15:25:11,"(52.5449275, 13.2979764)",0.06,216.0,0.84,7.23,11900.0,494.0,2021-08-19 12:06:51,2.1872268907563024,68.32641770401106,5
469,200,V52876905,V11338,13627,2021-08-19 15:28:47,"(52.5444329, 13.2976367)",0.06,216.0,0.78,7.29,12116.0,495.0,2021-08-19 12:06:51,2.1660614064047543,67.90123456790124,5
470,201,V52876905,V11338,13627,2021-08-19 15:32:59,"(52.5438613, 13.2972841)",0.07,252.0,0.91,7.36,12368.0,496.0,2021-08-19 12:06:51,2.142302716688228,67.39130434782608,5
471,202,V52876905,V11338,13627,2021-08-19 15:43:47,"(52.5423457, 13.2964766)",0.18,648.0,2.34,7.54,13016.0,498.0,2021-08-19 12:06:51,2.0854333128457285,66.04774535809018,5
472,203,V52876905,V11338,13627,2021-08-19 15:46:11,"(52.5419978, 13.2963076)",0.04,144.0,0.6,7.58,13160.0,499.0,2021-08-19 12:06:51,2.0735562310030393,65.8311345646438,5
473,204,V52876905,V11338,13627,2021-08-19 15:48:35,"(52.5417157, 13.2960658)",0.04,144.0,0.68,7.62,13304.0,500.0,2021-08-19 12:06:51,2.0619362597714974,65.61679790026247,5
474,205,V52876905,V11338,13627,2021-08-19 15:49:47,"(52.5415097, 13.2959196)",0.02,72.0,0.32,7.64,13376.0,500.0,2021-08-19 12:06:51,2.0562200956937797,65.44502617801048,5
475,206,V52876905,V11338,13627,2021-08-19 15:52:11,"(52.5411632, 13.2957306)",0.04,144.0,0.56,7.68,13520.0,501.0,2021-08-19 12:06:51,2.0449704142011833,65.234375,5
476,207,V52876905,V11338,13627,2021-08-19 15:58:47,"(52.540248, 13.2952314)",0.11,396.0,1.43,7.79,13916.0,502.0,2021-08-19 12:06:51,2.015234262719172,64.4415917843389,5
477,208,V52876905,V11338,13627,2021-08-19 16:02:23,"(52.5397489, 13.2949539)",0.06,216.0,0.84,7.85,14132.0,503.0,2021-08-19 12:06:51,1.9997169544296631,64.07643312101911,5
478,209,V52876905,V11338,13627,2021-08-19 16:02:31,"(52.5397122, 13.2949335)",0.0,8.0,0.0,7.85,14140.0,503.0,2021-08-19 12:06:51,1.9985855728429986,64.07643312101911,5
479,210,V52876905,V11338,13627,2021-08-19 16:02:32,"(52.5396395, 13.2948933)",0.01,1.0,1.31,7.86,14141.0,504.0,2021-08-19 12:06:51,2.0009900289937064,64.12213740458014,5
480,211,V52876905,V11338,13627,2021-08-19 16:02:33,"(52.5395488, 13.2948472)",0.01,1.0,0.98,7.87,14142.0,505.0,2021-08-19 12:06:51,2.003394145099703,64.16772554002542,5
481,212,V52876905,V11338,13627,2021-08-19 16:02:41,"(52.5391544, 13.2946478)",0.05,8.0,4.95,7.92,14150.0,510.0,2021-08-19 12:06:51,2.0149823321554767,64.39393939393939,5
482,213,V52876905,V11338,13627,2021-08-19 16:02:43,"(52.5390473, 13.2945881)",0.01,2.0,0.74,7.93,14152.0,511.0,2021-08-19 12:06:51,2.0172413793103448,64.43883984867591,5
483,214,V52876905,V11338,13627,2021-08-19 16:02:51,"(52.5387419, 13.2944138)",0.04,8.0,2.56,7.97,14160.0,514.0,2021-08-19 12:06:51,2.026271186440678,64.49184441656212,5
484,215,V52876905,V11338,13627,2021-08-19 16:03:12,"(52.5378758, 13.2938977)",0.1,21.0,5.9,8.07,14181.0,520.0,2021-08-19 12:06:51,2.048656653268458,64.4361833952912,5
485,216,V52876905,V11338,13627,2021-08-19 16:03:14,"(52.537763, 13.2937966)",0.01,2.0,0.51,8.08,14183.0,521.0,2021-08-19 12:06:51,2.050906014242403,64.48019801980197,5
486,217,V52876905,V11338,13627,2021-08-19 16:03:28,"(52.5372734, 13.2934765)",0.06,14.0,2.58,8.14,14197.0,524.0,2021-08-19 12:06:51,2.064098048883567,64.37346437346437,5
487,218,V52876905,V11338,13627,2021-08-19 16:03:44,"(52.5367009, 13.2931121)",0.07,16.0,3.57,8.21,14213.0,528.0,2021-08-19 12:06:51,2.0795046788151694,64.31181485992691,5
488,219,V52876905,V11338,13627,2021-08-19 16:03:51,"(52.5364944, 13.2930187)",0.02,7.0,1.08,8.23,14220.0,529.0,2021-08-19 12:06:51,2.0835443037974684,64.27703523693803,5
489,220,V52876905,V11338,13627,2021-08-19 16:03:55,"(52.5363992, 13.2929883)",0.01,4.0,0.58,8.24,14224.0,530.0,2021-08-19 12:06:51,2.0854893138357706,64.32038834951456,5
490,221,V52876905,V11338,13627,2021-08-19 16:04:07,"(52.5362283, 13.2929585)",0.02,12.0,0.84,8.26,14236.0,531.0,2021-08-19 12:06:51,2.088788985670132,64.28571428571429,5
491,222,V52876905,V11338,13627,2021-08-19 16:04:14,"(52.5361355, 13.2929684)",0.01,7.0,0.39,8.27,14243.0,531.0,2021-08-19 12:06:51,2.090289967001334,64.20798065296252,5
492,223,V52876905,V11338,13627,2021-08-19 16:04:32,"(52.5359978, 13.2930281)",0.02,18.0,0.82,8.29,14261.0,532.0,2021-08-19 12:06:51,2.092700371642942,64.17370325693608,5
493,224,V52876905,V11338,13627,2021-08-19 16:04:50,"(52.5358197, 13.2931327)",0.02,18.0,0.8,8.31,14279.0,533.0,2021-08-19 12:06:51,2.0951046992086284,64.1395908543923,5
494,225,V52876905,V11338,13627,2021-08-19 16:05:14,"(52.5356211, 13.293258)",0.02,24.0,0.84,8.33,14303.0,534.0,2021-08-19 12:06:51,2.0966230860658603,64.10564225690275,5
495,226,V52876905,V11338,13627,2021-08-19 16:05:38,"(52.5354746, 13.2933429)",0.02,24.0,0.76,8.35,14327.0,535.0,2021-08-19 12:06:51,2.0981363858449082,64.07185628742515,5
496,227,V52876905,V11338,13627,2021-08-19 16:05:50,"(52.5353583, 13.29341)",0.01,12.0,0.36,8.36,14339.0,535.0,2021-08-19 12:06:51,2.098891136062487,63.99521531100479,5
497,228,V52876905,V11338,13627,2021-08-19 16:06:08,"(52.535228, 13.2934614)",0.01,18.0,0.31,8.37,14357.0,535.0,2021-08-19 12:06:51,2.098767151911959,63.91875746714457,5
498,229,V52876905,V11338,13627,2021-08-19 16:07:20,"(52.5350777, 13.2934895)",0.02,72.0,0.6,8.39,14429.0,536.0,2021-08-19 12:06:51,2.09328435789036,63.88557806912991,5
499,230,V52876905,V11338,13627,2021-08-19 16:08:32,"(52.5349069, 13.2934886)",0.02,72.0,0.58,8.41,14501.0,537.0,2021-08-19 12:06:51,2.08785600993035,63.8525564803805,5
500,231,V52876905,V11338,13627,2021-08-19 16:09:08,"(52.5348614, 13.2934725)",0.01,36.0,0.23,8.42,14537.0,537.0,2021-08-19 12:06:51,2.08516200041274,63.77672209026128,5
501,232,V52876905,V11338,13627,2021-08-19 16:09:13,"(52.534821, 13.2934531)",0.0,5.0,0.0,8.42,14542.0,537.0,2021-08-19 12:06:51,2.084445055700729,63.77672209026128,5
502,233,V52876905,V11338,13627,2021-08-19 16:09:15,"(52.534677, 13.2933732)",0.02,2.0,2.58,8.44,14544.0,540.0,2021-08-19 12:06:51,2.089108910891089,63.98104265402844,5
503,234,V52876905,V11338,13627,2021-08-19 16:09:16,"(52.5346467, 13.2933077)",0.01,1.0,1.51,8.45,14545.0,542.0,2021-08-19 12:06:51,2.091440357511172,64.14201183431953,5
504,235,V52876905,V11338,13627,2021-08-19 16:09:17,"(52.5346019, 13.2932425)",0.01,1.0,1.31,8.46,14546.0,543.0,2021-08-19 12:06:51,2.093771483569366,64.18439716312056,5
505,236,V52876905,V11338,13627,2021-08-19 16:09:19,"(52.53456, 13.2931993)",0.01,2.0,1.14,8.47,14548.0,544.0,2021-08-19 12:06:51,2.09595820731372,64.22668240850058,5
506,237,V52876905,V11338,13627,2021-08-19 16:09:20,"(52.5344796, 13.293158)",0.01,1.0,1.33,8.48,14549.0,545.0,2021-08-19 12:06:51,2.098288542167847,64.2688679245283,5
507,238,V52876905,V11338,13627,2021-08-19 16:09:22,"(52.5344294, 13.2931442)",0.01,2.0,1.46,8.49,14551.0,546.0,2021-08-19 12:06:51,2.100474194213456,64.31095406360424,5
508,239,V52876905,V11338,13627,2021-08-19 16:09:24,"(52.5343665, 13.293147)",0.01,2.0,1.59,8.5,14553.0,548.0,2021-08-19 12:06:51,2.102659245516388,64.47058823529412,5
509,240,V52876905,V11338,13627,2021-08-19 16:09:27,"(52.5343144, 13.293159)",0.01,3.0,1.13,8.51,14556.0,549.0,2021-08-19 12:06:51,2.104699093157461,64.5123384253819,5
510,241,V52876905,V11338,13627,2021-08-19 16:09:29,"(52.5342674, 13.2931832)",0.01,2.0,1.03,8.52,14558.0,550.0,2021-08-19 12:06:51,2.106882813573293,64.55399061032864,5
511,242,V52876905,V11338,13627,2021-08-19 16:09:32,"(52.5342049, 13.2932332)",0.01,3.0,1.16,8.53,14561.0,551.0,2021-08-19 12:06:51,2.1089210905844378,64.5955451348183,5
512,243,V52876905,V11338,13627,2021-08-19 16:09:41,"(52.5341759, 13.2932765)",0.0,9.0,0.0,8.53,14570.0,551.0,2021-08-19 12:06:51,2.107618393960192,64.5955451348183,5
513,244,V52876905,V11338,13627,2021-08-19 16:09:42,"(52.5341476, 13.2933284)",0.0,1.0,0.0,8.53,14571.0,551.0,2021-08-19 12:06:51,2.107473749227918,64.5955451348183,5
514,245,V52876905,V11338,13627,2021-08-19 16:09:43,"(52.5341226, 13.2933857)",0.0,1.0,0.0,8.53,14572.0,551.0,2021-08-19 12:06:51,2.1073291243480643,64.5955451348183,5
515,246,V52876905,V11338,13627,2021-08-19 16:09:44,"(52.5340967, 13.2934639)",0.01,1.0,1.39,8.54,14573.0,552.0,2021-08-19 12:06:51,2.1096548411445823,64.63700234192038,5
516,247,V52876905,V11338,13627,2021-08-19 16:09:45,"(52.5340844, 13.2935656)",0.01,1.0,1.58,8.55,14574.0,554.0,2021-08-19 12:06:51,2.1119802387813915,64.7953216374269,5
517,248,V52876905,V11338,13627,2021-08-19 16:09:46,"(52.5340791, 13.2936678)",0.01,1.0,1.86,8.56,14575.0,556.0,2021-08-19 12:06:51,2.1143053173241855,64.95327102803738,5
518,249,V52876905,V11338,13627,2021-08-19 16:09:47,"(52.5340812, 13.2937534)",0.01,1.0,1.51,8.57,14576.0,558.0,2021-08-19 12:06:51,2.1166300768386392,65.11085180863478,5
519,250,V52876905,V11338,13627,2021-08-19 16:09:48,"(52.5340965, 13.2938746)",0.01,1.0,1.45,8.58,14577.0,559.0,2021-08-19 12:06:51,2.1189545173904096,65.15151515151516,5
520,251,V52876905,V11338,13627,2021-08-19 16:09:49,"(52.5341221, 13.2939641)",0.01,1.0,1.64,8.59,14578.0,561.0,2021-08-19 12:06:51,2.1212786390451366,65.30849825378347,5
521,252,V52876905,V11338,13627,2021-08-19 16:09:50,"(52.5341506, 13.2940367)",0.01,1.0,1.71,8.6,14579.0,563.0,2021-08-19 12:06:51,2.123602441868441,65.46511627906978,5
522,253,V52876905,V11338,13627,2021-08-19 16:09:51,"(52.5341843, 13.2940915)",0.01,1.0,2.0,8.61,14580.0,565.0,2021-08-19 12:06:51,2.1259259259259258,65.62137049941929,5
523,254,V52876905,V11338,13627,2021-08-19 16:09:53,"(52.534221, 13.2941378)",0.01,2.0,2.34,8.62,14582.0,567.0,2021-08-19 12:06:51,2.1281031408585926,65.77726218097449,5
524,255,V52876905,V11338,13627,2021-08-19 16:09:59,"(52.5342581, 13.2941755)",0.0,6.0,0.0,8.62,14588.0,567.0,2021-08-19 12:06:51,2.1272278585138467,65.77726218097449,5
525,256,V52876905,V11338,13627,2021-08-19 16:10:01,"(52.5344379, 13.2944575)",0.03,2.0,4.26,8.65,14590.0,571.0,2021-08-19 12:06:51,2.1343385880740233,66.01156069364161,5
526,257,V52876905,V11338,13627,2021-08-19 16:10:03,"(52.5344525, 13.2944833)",0.0,2.0,0.0,8.65,14592.0,571.0,2021-08-19 12:06:51,2.134046052631579,66.01156069364161,5
527,258,V52876905,V11338,13627,2021-08-19 16:10:05,"(52.5344719, 13.2945217)",0.0,2.0,0.0,8.65,14594.0,571.0,2021-08-19 12:06:51,2.133753597368782,66.01156069364161,5
528,259,V52876905,V11338,13627,2021-08-19 16:10:07,"(52.5345942, 13.2947611)",0.02,2.0,3.02,8.67,14596.0,574.0,2021-08-19 12:06:51,2.138394080570019,66.20530565167243,5
529,260,V52876905,V11338,13627,2021-08-19 16:10:09,"(52.5346817, 13.2949555)",0.02,2.0,3.54,8.69,14598.0,578.0,2021-08-19 12:06:51,2.143033292231812,66.51323360184121,5
530,261,V52876905,V11338,13627,2021-08-19 16:10:10,"(52.5347331, 13.2951048)",0.01,1.0,1.73,8.7,14599.0,580.0,2021-08-19 12:06:51,2.145352421398726,66.66666666666667,5
531,262,V52876905,V11338,13627,2021-08-19 16:10:11,"(52.5347528, 13.2951793)",0.01,1.0,1.95,8.71,14600.0,582.0,2021-08-19 12:06:51,2.1476712328767125,66.81974741676234,5
532,263,V52876905,V11338,13627,2021-08-19 16:10:13,"(52.5347891, 13.2953425)",0.01,2.0,2.05,8.72,14602.0,584.0,2021-08-19 12:06:51,2.149842487330503,66.97247706422017,5
533,264,V52876905,V11338,13627,2021-08-19 16:10:16,"(52.534827, 13.2955685)",0.02,3.0,3.94,8.74,14605.0,588.0,2021-08-19 12:06:51,2.1543307086614174,67.27688787185355,5
534,265,V52876905,V11338,13627,2021-08-19 16:10:19,"(52.534844, 13.2958289)",0.02,3.0,4.58,8.76,14608.0,593.0,2021-08-19 12:06:51,2.1588170865279297,67.69406392694064,5
535,266,V52876905,V11338,13627,2021-08-19 16:10:23,"(52.5348413, 13.2960699)",0.02,4.0,4.16,8.78,14612.0,597.0,2021-08-19 12:06:51,2.163153572406241,67.99544419134396,5
536,267,V52876905,V11338,13627,2021-08-19 16:10:25,"(52.534824, 13.2962677)",0.01,2.0,2.04,8.79,14614.0,599.0,2021-08-19 12:06:51,2.1653209251402763,68.14562002275314,5
537,268,V52876905,V11338,13627,2021-08-19 16:10:27,"(52.5347968, 13.2964256)",0.01,2.0,1.59,8.8,14616.0,601.0,2021-08-19 12:06:51,2.1674876847290645,68.29545454545455,5
538,269,V52876905,V11338,13627,2021-08-19 16:10:29,"(52.5347623, 13.2965963)",0.01,2.0,1.83,8.81,14618.0,603.0,2021-08-19 12:06:51,2.169653851416063,68.44494892167991,5
539,270,V52876905,V11338,13627,2021-08-19 16:10:31,"(52.5347383, 13.2966793)",0.01,2.0,1.37,8.82,14620.0,604.0,2021-08-19 12:06:51,2.1718194254445966,68.48072562358277,5
540,271,V52876905,V11338,13627,2021-08-19 16:10:34,"(52.5346951, 13.2968291)",0.01,3.0,0.96,8.83,14623.0,605.0,2021-08-19 12:06:51,2.1738357382206113,68.51642129105322,5
541,272,V52876905,V11338,13627,2021-08-19 16:10:38,"(52.5346295, 13.2969999)",0.01,4.0,0.82,8.84,14627.0,606.0,2021-08-19 12:06:51,2.175702468038559,68.55203619909503,5
542,273,V52876905,V11338,13627,2021-08-19 16:10:45,"(52.5345281, 13.2971951)",0.02,7.0,1.86,8.86,14634.0,608.0,2021-08-19 12:06:51,2.179581795817958,68.62302483069978,5
543,274,V52876905,V11338,13627,2021-08-19 16:10:50,"(52.5345033, 13.2972393)",0.0,5.0,0.0,8.86,14639.0,608.0,2021-08-19 12:06:51,2.178837352278161,68.62302483069978,5
544,275,V52876905,V11338,13627,2021-08-19 16:10:51,"(52.534444, 13.2973451)",0.01,1.0,1.4,8.87,14640.0,609.0,2021-08-19 12:06:51,2.1811475409836065,68.65839909808344,5
545,276,V52876905,V11338,13627,2021-08-19 16:10:53,"(52.5343171, 13.297495)",0.02,2.0,3.3,8.89,14642.0,612.0,2021-08-19 12:06:51,2.185766971725174,68.84139482564679,5
546,277,V52876905,V11338,13627,2021-08-19 16:10:56,"(52.5341879, 13.297676)",0.02,3.0,3.76,8.91,14645.0,616.0,2021-08-19 12:06:51,2.1902355752816662,69.1358024691358,5
547,278,V52876905,V11338,13627,2021-08-19 16:10:58,"(52.5340946, 13.2978226)",0.01,2.0,1.86,8.92,14647.0,618.0,2021-08-19 12:06:51,2.1923943469652487,69.28251121076234,5
548,279,V52876905,V11338,13627,2021-08-19 16:11:02,"(52.5340158, 13.2980065)",0.02,4.0,3.54,8.94,14651.0,622.0,2021-08-19 12:06:51,2.1967101221759604,69.57494407158838,5
549,280,V52876905,V11338,13627,2021-08-19 16:11:04,"(52.5339679, 13.2981726)",0.01,2.0,1.98,8.95,14653.0,624.0,2021-08-19 12:06:51,2.1988671261857635,69.72067039106146,5
